"ELECTION_DATE","ELECTION_NAME","CONTEST_ID","CONTEST_NAME","PRECINCT_NUMBER","WARD","CANDIDATE","PARTY","VOTES"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","72","5","TOTAL REGISTERED VOTERS","","5203"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","72","5","TOTAL BALLOTS CAST","","374"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","72","5","ALAN PAGE","GRN","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","72","5","DOROTHY DOUGLAS","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","72","5","BRYAN WEAVER","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","72","5","ARKAN HAILE","NOP","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","72","5","JOSHUA LOPEZ","DEM","15"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","72","5","PATRICK MARA","REP","8"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","72","5","SEKOU BIDDLE","DEM","47"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","72","5","TOM BROWN","DEM","24"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","72","5","VINCENT ORANGE","DEM","251"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","72","5","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","73","5","TOTAL REGISTERED VOTERS","","2424"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","73","5","TOTAL BALLOTS CAST","","350"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","73","5","ALAN PAGE","GRN","11"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","73","5","DOROTHY DOUGLAS","DEM","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","73","5","BRYAN WEAVER","DEM","41"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","73","5","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","73","5","JOSHUA LOPEZ","DEM","22"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","73","5","PATRICK MARA","REP","51"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","73","5","SEKOU BIDDLE","DEM","76"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","73","5","TOM BROWN","DEM","17"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","73","5","VINCENT ORANGE","DEM","124"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","73","5","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","74","5","TOTAL REGISTERED VOTERS","","4938"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","74","5","TOTAL BALLOTS CAST","","288"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","74","5","ALAN PAGE","GRN","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","74","5","DOROTHY DOUGLAS","DEM","15"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","74","5","BRYAN WEAVER","DEM","28"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","74","5","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","74","5","JOSHUA LOPEZ","DEM","28"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","74","5","PATRICK MARA","REP","24"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","74","5","SEKOU BIDDLE","DEM","46"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","74","5","TOM BROWN","DEM","11"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","74","5","VINCENT ORANGE","DEM","129"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","74","5","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","75","5","TOTAL REGISTERED VOTERS","","3620"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","75","5","TOTAL BALLOTS CAST","","214"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","75","5","ALAN PAGE","GRN","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","75","5","DOROTHY DOUGLAS","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","75","5","BRYAN WEAVER","DEM","30"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","75","5","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","75","5","JOSHUA LOPEZ","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","75","5","PATRICK MARA","REP","23"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","75","5","SEKOU BIDDLE","DEM","24"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","75","5","TOM BROWN","DEM","18"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","75","5","VINCENT ORANGE","DEM","97"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","75","5","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","76","5","TOTAL REGISTERED VOTERS","","1296"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","76","5","TOTAL BALLOTS CAST","","52"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","76","5","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","76","5","DOROTHY DOUGLAS","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","76","5","BRYAN WEAVER","DEM","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","76","5","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","76","5","JOSHUA LOPEZ","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","76","5","PATRICK MARA","REP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","76","5","SEKOU BIDDLE","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","76","5","TOM BROWN","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","76","5","VINCENT ORANGE","DEM","29"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","76","5","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","77","5","TOTAL REGISTERED VOTERS","","3524"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","77","5","TOTAL BALLOTS CAST","","206"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","77","5","ALAN PAGE","GRN","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","77","5","DOROTHY DOUGLAS","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","77","5","BRYAN WEAVER","DEM","22"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","77","5","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","77","5","JOSHUA LOPEZ","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","77","5","PATRICK MARA","REP","13"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","77","5","SEKOU BIDDLE","DEM","29"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","77","5","TOM BROWN","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","77","5","VINCENT ORANGE","DEM","113"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","77","5","WRITE-IN","NON","3"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","78","5","TOTAL REGISTERED VOTERS","","3286"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","78","5","TOTAL BALLOTS CAST","","152"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","78","5","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","78","5","DOROTHY DOUGLAS","DEM","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","78","5","BRYAN WEAVER","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","78","5","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","78","5","JOSHUA LOPEZ","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","78","5","PATRICK MARA","REP","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","78","5","SEKOU BIDDLE","DEM","20"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","78","5","TOM BROWN","DEM","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","78","5","VINCENT ORANGE","DEM","98"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","78","5","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","79","5","TOTAL REGISTERED VOTERS","","2442"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","79","5","TOTAL BALLOTS CAST","","66"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","79","5","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","79","5","DOROTHY DOUGLAS","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","79","5","BRYAN WEAVER","DEM","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","79","5","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","79","5","JOSHUA LOPEZ","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","79","5","PATRICK MARA","REP","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","79","5","SEKOU BIDDLE","DEM","12"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","79","5","TOM BROWN","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","79","5","VINCENT ORANGE","DEM","35"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","79","5","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","80","7","TOTAL REGISTERED VOTERS","","1670"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","80","7","TOTAL BALLOTS CAST","","152"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","80","7","ALAN PAGE","GRN","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","80","7","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","80","7","BRYAN WEAVER","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","80","7","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","80","7","JOSHUA LOPEZ","DEM","13"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","80","7","PATRICK MARA","REP","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","80","7","SEKOU BIDDLE","DEM","48"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","80","7","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","80","7","VINCENT ORANGE","DEM","64"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","80","7","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","81","6","TOTAL REGISTERED VOTERS","","5881"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","81","6","TOTAL BALLOTS CAST","","443"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","81","6","ALAN PAGE","GRN","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","81","6","DOROTHY DOUGLAS","DEM","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","81","6","BRYAN WEAVER","DEM","57"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","81","6","ARKAN HAILE","NOP","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","81","6","JOSHUA LOPEZ","DEM","32"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","81","6","PATRICK MARA","REP","105"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","81","6","SEKOU BIDDLE","DEM","82"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","81","6","TOM BROWN","DEM","18"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","81","6","VINCENT ORANGE","DEM","124"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","81","6","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","82","6","TOTAL REGISTERED VOTERS","","3160"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","82","6","TOTAL BALLOTS CAST","","335"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","82","6","ALAN PAGE","GRN","15"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","82","6","DOROTHY DOUGLAS","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","82","6","BRYAN WEAVER","DEM","39"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","82","6","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","82","6","JOSHUA LOPEZ","DEM","23"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","82","6","PATRICK MARA","REP","99"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","82","6","SEKOU BIDDLE","DEM","70"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","82","6","TOM BROWN","DEM","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","82","6","VINCENT ORANGE","DEM","69"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","82","6","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","83","6","TOTAL REGISTERED VOTERS","","4247"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","83","6","TOTAL BALLOTS CAST","","358"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","83","6","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","83","6","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","83","6","BRYAN WEAVER","DEM","76"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","83","6","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","83","6","JOSHUA LOPEZ","DEM","26"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","83","6","PATRICK MARA","REP","91"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","83","6","SEKOU BIDDLE","DEM","66"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","83","6","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","83","6","VINCENT ORANGE","DEM","84"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","83","6","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","84","6","TOTAL REGISTERED VOTERS","","2912"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","84","6","TOTAL BALLOTS CAST","","431"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","84","6","ALAN PAGE","GRN","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","84","6","DOROTHY DOUGLAS","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","84","6","BRYAN WEAVER","DEM","81"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","84","6","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","84","6","JOSHUA LOPEZ","DEM","17"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","84","6","PATRICK MARA","REP","195"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","84","6","SEKOU BIDDLE","DEM","79"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","84","6","TOM BROWN","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","84","6","VINCENT ORANGE","DEM","44"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","84","6","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","85","6","TOTAL REGISTERED VOTERS","","3982"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","85","6","TOTAL BALLOTS CAST","","615"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","85","6","ALAN PAGE","GRN","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","85","6","DOROTHY DOUGLAS","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","85","6","BRYAN WEAVER","DEM","98"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","85","6","ARKAN HAILE","NOP","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","85","6","JOSHUA LOPEZ","DEM","43"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","85","6","PATRICK MARA","REP","286"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","85","6","SEKOU BIDDLE","DEM","110"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","85","6","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","85","6","VINCENT ORANGE","DEM","53"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","85","6","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","86","6","TOTAL REGISTERED VOTERS","","2967"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","86","6","TOTAL BALLOTS CAST","","266"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","86","6","ALAN PAGE","GRN","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","86","6","DOROTHY DOUGLAS","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","86","6","BRYAN WEAVER","DEM","36"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","86","6","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","86","6","JOSHUA LOPEZ","DEM","18"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","86","6","PATRICK MARA","REP","81"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","86","6","SEKOU BIDDLE","DEM","54"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","86","6","TOM BROWN","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","86","6","VINCENT ORANGE","DEM","60"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","86","6","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","87","6","TOTAL REGISTERED VOTERS","","3785"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","87","6","TOTAL BALLOTS CAST","","330"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","87","6","ALAN PAGE","GRN","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","87","6","DOROTHY DOUGLAS","DEM","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","87","6","BRYAN WEAVER","DEM","42"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","87","6","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","87","6","JOSHUA LOPEZ","DEM","20"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","87","6","PATRICK MARA","REP","90"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","87","6","SEKOU BIDDLE","DEM","75"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","87","6","TOM BROWN","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","87","6","VINCENT ORANGE","DEM","78"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","87","6","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","88","6","TOTAL REGISTERED VOTERS","","2889"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","88","6","TOTAL BALLOTS CAST","","485"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","88","6","ALAN PAGE","GRN","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","88","6","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","88","6","BRYAN WEAVER","DEM","101"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","88","6","ARKAN HAILE","NOP","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","88","6","JOSHUA LOPEZ","DEM","41"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","88","6","PATRICK MARA","REP","205"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","88","6","SEKOU BIDDLE","DEM","86"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","88","6","TOM BROWN","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","88","6","VINCENT ORANGE","DEM","34"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","88","6","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","89","6","TOTAL REGISTERED VOTERS","","3960"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","89","6","TOTAL BALLOTS CAST","","666"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","89","6","ALAN PAGE","GRN","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","89","6","DOROTHY DOUGLAS","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","89","6","BRYAN WEAVER","DEM","108"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","89","6","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","89","6","JOSHUA LOPEZ","DEM","47"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","89","6","PATRICK MARA","REP","363"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","89","6","SEKOU BIDDLE","DEM","110"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","89","6","TOM BROWN","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","89","6","VINCENT ORANGE","DEM","25"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","89","6","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","90","6","TOTAL REGISTERED VOTERS","","2259"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","90","6","TOTAL BALLOTS CAST","","333"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","90","6","ALAN PAGE","GRN","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","90","6","DOROTHY DOUGLAS","DEM","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","90","6","BRYAN WEAVER","DEM","58"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","90","6","ARKAN HAILE","NOP","0"
