"ELECTION_DATE","ELECTION_NAME","CONTEST_ID","CONTEST_NAME","PRECINCT_NUMBER","WARD","CANDIDATE","PARTY","VOTES"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Eugene D. Kinlow","DEM","14"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Jauhar Abraham","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Anthony Muhammad","DEM","4"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Trayon ""WardEight"" White","DEM","107"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","WRITE-IN","NON","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","UNDER VOTES","","3"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","118","8","REGISTERED VOTERS - TOTAL","","3039"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","118","8","BALLOTS CAST - TOTAL","","422"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Greta Fuller","DEM","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","LaRuby May","DEM","98"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Leonard Watson, Sr.","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Natalie Williams","DEM","58"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Stuart Anderson","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Sheila Bunn","DEM","41"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","""S.S."" Sandra Seegars","DEM","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Marion C. Barry","DEM","50"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Keita Vanterpool","IND","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Eugene D. Kinlow","DEM","25"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Jauhar Abraham","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Anthony Muhammad","DEM","11"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","Trayon ""WardEight"" White","DEM","123"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","WRITE-IN","NON","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","OVER VOTES","","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","118","8","UNDER VOTES","","3"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","119","8","REGISTERED VOTERS - TOTAL","","3444"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","119","8","BALLOTS CAST - TOTAL","","452"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Greta Fuller","DEM","10"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","LaRuby May","DEM","104"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Leonard Watson, Sr.","DEM","7"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Natalie Williams","DEM","63"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Sheila Bunn","DEM","22"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","""S.S."" Sandra Seegars","DEM","45"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Marion C. Barry","DEM","62"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Keita Vanterpool","IND","4"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Eugene D. Kinlow","DEM","17"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Jauhar Abraham","DEM","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Anthony Muhammad","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","Trayon ""WardEight"" White","DEM","110"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","WRITE-IN","NON","4"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","119","8","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","120","8","REGISTERED VOTERS - TOTAL","","2192"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","120","8","BALLOTS CAST - TOTAL","","470"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Greta Fuller","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","LaRuby May","DEM","104"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Leonard Watson, Sr.","DEM","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Natalie Williams","DEM","28"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Sheila Bunn","DEM","23"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","""S.S."" Sandra Seegars","DEM","59"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Marion C. Barry","DEM","20"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Keita Vanterpool","IND","4"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Eugene D. Kinlow","DEM","30"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Jauhar Abraham","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Anthony Muhammad","DEM","8"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","Trayon ""WardEight"" White","DEM","190"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","WRITE-IN","NON","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","120","8","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","121","8","REGISTERED VOTERS - TOTAL","","3665"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","121","8","BALLOTS CAST - TOTAL","","507"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Greta Fuller","DEM","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","LaRuby May","DEM","116"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Leonard Watson, Sr.","DEM","4"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Natalie Williams","DEM","50"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Sheila Bunn","DEM","48"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","""S.S."" Sandra Seegars","DEM","41"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Marion C. Barry","DEM","36"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Keita Vanterpool","IND","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Eugene D. Kinlow","DEM","45"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Jauhar Abraham","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Anthony Muhammad","DEM","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","Trayon ""WardEight"" White","DEM","152"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","WRITE-IN","NON","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","OVER VOTES","","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","121","8","UNDER VOTES","","3"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","122","8","REGISTERED VOTERS - TOTAL","","1945"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","122","8","BALLOTS CAST - TOTAL","","330"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Greta Fuller","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","LaRuby May","DEM","91"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Leonard Watson, Sr.","DEM","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Natalie Williams","DEM","27"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Stuart Anderson","DEM","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Sheila Bunn","DEM","36"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","""S.S."" Sandra Seegars","DEM","25"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Marion C. Barry","DEM","17"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Keita Vanterpool","IND","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Eugene D. Kinlow","DEM","41"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Jauhar Abraham","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Anthony Muhammad","DEM","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","Trayon ""WardEight"" White","DEM","80"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","WRITE-IN","NON","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","122","8","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","123","8","REGISTERED VOTERS - TOTAL","","2650"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","123","8","BALLOTS CAST - TOTAL","","416"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Greta Fuller","DEM","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","LaRuby May","DEM","103"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Leonard Watson, Sr.","DEM","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Natalie Williams","DEM","53"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Sheila Bunn","DEM","44"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","""S.S."" Sandra Seegars","DEM","19"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Marion C. Barry","DEM","30"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Keita Vanterpool","IND","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Eugene D. Kinlow","DEM","45"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Jauhar Abraham","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Anthony Muhammad","DEM","11"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","Trayon ""WardEight"" White","DEM","101"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","WRITE-IN","NON","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","123","8","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","124","8","REGISTERED VOTERS - TOTAL","","2915"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","124","8","BALLOTS CAST - TOTAL","","535"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Greta Fuller","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","LaRuby May","DEM","122"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Leonard Watson, Sr.","DEM","6"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Natalie Williams","DEM","44"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Sheila Bunn","DEM","77"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","""S.S."" Sandra Seegars","DEM","24"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Marion C. Barry","DEM","27"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Keita Vanterpool","IND","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Eugene D. Kinlow","DEM","115"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Jauhar Abraham","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Anthony Muhammad","DEM","9"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","Trayon ""WardEight"" White","DEM","105"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","WRITE-IN","NON","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","124","8","UNDER VOTES","","2"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","125","8","REGISTERED VOTERS - TOTAL","","5335"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","125","8","BALLOTS CAST - TOTAL","","599"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Greta Fuller","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","LaRuby May","DEM","141"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Leonard Watson, Sr.","DEM","26"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Natalie Williams","DEM","50"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Sheila Bunn","DEM","64"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","""S.S."" Sandra Seegars","DEM","32"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Marion C. Barry","DEM","39"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Keita Vanterpool","IND","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Eugene D. Kinlow","DEM","41"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Jauhar Abraham","DEM","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Anthony Muhammad","DEM","7"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","Trayon ""WardEight"" White","DEM","186"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","WRITE-IN","NON","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","OVER VOTES","","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","125","8","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","126","8","REGISTERED VOTERS - TOTAL","","4419"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","126","8","BALLOTS CAST - TOTAL","","499"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Greta Fuller","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","LaRuby May","DEM","123"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Leonard Watson, Sr.","DEM","8"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Natalie Williams","DEM","50"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Stuart Anderson","DEM","5"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Sheila Bunn","DEM","70"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","""S.S."" Sandra Seegars","DEM","9"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Marion C. Barry","DEM","36"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Keita Vanterpool","IND","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Eugene D. Kinlow","DEM","51"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Jauhar Abraham","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Anthony Muhammad","DEM","8"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","Trayon ""WardEight"" White","DEM","133"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","WRITE-IN","NON","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","126","8","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","133","8","REGISTERED VOTERS - TOTAL","","1548"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","133","8","BALLOTS CAST - TOTAL","","292"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Greta Fuller","DEM","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","LaRuby May","DEM","73"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Leonard Watson, Sr.","DEM","4"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Natalie Williams","DEM","32"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Sheila Bunn","DEM","46"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","""S.S."" Sandra Seegars","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Marion C. Barry","DEM","24"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Keita Vanterpool","IND","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Eugene D. Kinlow","DEM","43"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Jauhar Abraham","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Anthony Muhammad","DEM","16"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","Trayon ""WardEight"" White","DEM","45"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","WRITE-IN","NON","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","OVER VOTES","","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","133","8","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","134","8","REGISTERED VOTERS - TOTAL","","2391"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","134","8","BALLOTS CAST - TOTAL","","420"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Greta Fuller","DEM","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","LaRuby May","DEM","141"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Leonard Watson, Sr.","DEM","15"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Natalie Williams","DEM","23"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Sheila Bunn","DEM","25"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","""S.S."" Sandra Seegars","DEM","12"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Marion C. Barry","DEM","26"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Keita Vanterpool","IND","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Eugene D. Kinlow","DEM","23"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Jauhar Abraham","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Anthony Muhammad","DEM","6"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","Trayon ""WardEight"" White","DEM","139"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","WRITE-IN","NON","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","OVER VOTES","","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","134","8","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","140","8","REGISTERED VOTERS - TOTAL","","2126"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","140","8","BALLOTS CAST - TOTAL","","303"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Greta Fuller","DEM","5"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","LaRuby May","DEM","91"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Leonard Watson, Sr.","DEM","4"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Natalie Williams","DEM","25"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Sheila Bunn","DEM","46"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","""S.S."" Sandra Seegars","DEM","4"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Marion C. Barry","DEM","21"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Keita Vanterpool","IND","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Eugene D. Kinlow","DEM","50"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Jauhar Abraham","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Anthony Muhammad","DEM","5"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","140","8","Trayon ""WardEight"" White","DEM","49"
